PC1,PC2,cluster
3.896944876604723,0.502422710583302,0
-2.3333496616258533,-0.3284902924948928,1
1.8902187211417607,-0.3139654899303728,0
-2.4979505058205964,-1.5180105135131587,3
-0.32208683493036877,-0.34415775721930975,3
0.8936557647017845,0.9870493479166818,2
0.888780610216886,1.4497930447636769,2
-2.247023881780132,-0.5252239088362973,3
-2.8342849723109236,-0.7469349534301788,3
-4.661478228734375,1.2577368069446055,1
-2.6205956375995005,-1.7231262954719422,3
-2.2769646370769925,-0.722340769552861,3
3.2403261634169964,-2.151278914567072,0
-1.2567822007052318,1.2599508979258254,1
-2.3602038910061256,-1.073530026627614,3
3.209971423959658,0.7904746392679778,0
-2.4823821152688637,0.6537511451535115,1
-0.16676639845273594,0.35563173705788803,2
3.4771029329565213,2.5324035819818462,2
-1.8092149822763786,-0.9952418550577057,3
-0.5657291108442704,-0.43190742200716653,3
2.4986704098274815,0.6523345621648532,0
-0.03326566493413339,2.128914691028041,2
0.42168613741679334,1.0923621604110325,2
-0.5487722592705299,3.2111781473005263,2
-1.8724992787120471,-0.5299195317605345,3
-1.6730183920923114,1.1499425820034634,1
3.4299642179561287,1.2352975952517222,0
-1.656366949615661,-1.6592544715254134,3
4.074265458281725,-1.2387553974813295,0
-2.2217288895212897,-1.7001302472364381,3
-0.0031977779294938623,-1.1087862319382884,3
-1.5487859527109753,0.41527851553560985,1
-0.6440830888815475,3.1484644919057385,2
2.205204108519395,-0.27186984272114,0
-2.356736312514012,0.20022945674869522,1
1.52431472050169,1.3570991964001269,2
-2.415490023110693,-0.6208174864040598,3
-1.8454487683244964,-0.5306005927123502,1
2.1800799702192184,0.5552790780396338,0
3.7734412362398655,-0.04531345440962648,0
-2.8766998779220168,-0.806696179527484,3
-2.143795578964745,-0.06770428048316315,1
-0.5499146777312369,-1.4804825720276324,1
-2.739948484257305,-0.981152189211274,3
3.887388234763817,-2.7701436997066744,0
-2.013628322747532,-0.3776589972645811,3
-2.7308288008430126,-0.6249363056113076,3
-2.377815836170404,0.3688332226010352,1
1.138021338694849,3.6956679978411504,2
1.0187940734692447,-0.4081604543504362,2
4.621656892667856,-0.33739394351315494,0
-2.3602785259873413,-0.7976813629950978,3
4.886473547206154,-2.054582800601788,0
0.2204134629947808,1.7122200380747443,2
5.916917414785866,-0.41831633168663873,0
3.1239934993112373,-1.130169112961817,0
-2.3545986276141844,-2.4578526693729317,3
-2.2670739955304824,-1.1716338598391827,3
-0.4175213918290985,1.4872172327776714,2
2.876607929222241,-1.39498472825233,0
0.2172571308920825,1.2792583856993847,2
1.311909324771745,2.891150678831623,2
0.34628028431182717,1.3776700845739225,2
2.476403872533432,-0.9239893699982279,0
-2.620485432525236,-1.1797665452183193,3
-2.9540697425671985,-0.7243025762907097,1
3.6379482951561726,0.4043213960627587,0
1.5988971869609145,0.4112225948895742,2
1.2789186996596489,2.340608398426102,2
2.987154667641846,-0.3334250059564231,0
-2.1570698059141176,0.063368111706506,3
2.6019844726883643,2.261777107775704,2
-0.47393146069357367,2.4700281956484007,2
-1.141178855928773,-1.6050309697727478,1
-2.5650910466717605,-1.2134272478795491,3
3.4052137911438405,-0.6784836672184048,0
4.968957704406559,-1.284238586003967,0
-1.9410502893969432,-1.9475102802338013,3
0.14089221682368205,1.4889711771638678,2
-2.245708774499722,0.12551579911278793,3
-2.848068378233812,-1.2083607207180331,3
-2.51776029713474,-0.4131860097076516,3
-0.0031977779294938623,-1.1087862319382884,3
2.955340957405924,-1.9633605229248947,0
-2.539343908425806,0.15202605712763897,1
-2.359299750452253,1.1678035068410957,1
-0.8477783572526647,1.3568200450256922,2
3.9168308642557905,-1.9565987646775829,0
-0.73715701757052,-0.7474272120210482,1
-0.7533247687586452,4.322851671512224,2
-2.6350780660630067,-0.5426273057761491,1
1.6042060229360675,-1.9710317757601505,0
-2.6139223292224014,-1.5847756900066485,3
-2.4060409417557804,-1.0185679485825578,3
-2.5266091443764194,-1.9449551103702034,3
0.047013086052020495,2.6628482077764994,2
-2.4316881703238122,0.21799453426437093,1
3.3109597111039513,-0.31749975249174334,0
0.4302189372105402,-0.9485824874863135,3
-2.028088235643864,0.47737171190607786,1
-2.0449423903954074,-0.05471023784577071,1
4.719954809417309,0.34646590979708236,0
2.2300597632939865,-0.12353629988533374,0
3.0231114432077835,-2.173436558370409,0
-2.5686638056828515,-1.8351031151420643,3
-2.002265052197279,1.0364901383973382,1
2.4028330317693336,2.1485596559649722,2
-2.1027664370554766,-0.5235653834083492,3
2.419807413329304,-0.9521059510595408,0
2.7736021113371403,-0.18282226101296994,0
1.6843324035832639,0.4645051962424537,2
-0.08582826118433717,1.4714883867375266,2
2.0687080121454735,-0.6944795457128191,0
-0.7672136501336129,1.144753544854063,2
-2.067602315119535,0.12431274258108081,1
4.1181674752268576,-2.7528161329512755,0
0.674635338172789,0.7795459121024138,2
-2.2399951522699326,-0.16066995758630612,1
-2.548874916667772,-1.1267901219900007,3
1.3433426700568456,1.4822817655233953,2
-2.2533935937566825,-1.0277205644191418,3
-3.422870675217321,-1.3670802253750531,3
-2.645428125885601,-1.2078958457772904,3
3.8738711609528327,-0.503989069954871,0
1.6608513386930495,-0.5638751112850425,0
4.696433619027612,-2.1769446521828777,0
-2.185999230399989,0.015597592770955654,1
-0.6167990782038463,1.478675569488785,2
0.34123730431939947,1.246138966748223,2
1.0635417959497626,1.1428755415418137,2
-0.5934047490573909,3.1769948211547954,2
2.0591389276867402,-0.7730943032937825,0
1.849220670256385,0.28839488678975844,2
-1.9124726179086595,1.7999290041288927,1
2.521622762821898,-0.5303637817618102,0
-2.9700579207411257,-0.48906046585684887,3
-3.009505215669781,0.7234588422930283,1
-2.5069194818075866,-0.7442447495973877,1
-2.6043148454052396,0.2533616109029201,1
4.005924616552847,-1.2049714133182479,0
0.5120166820951082,0.5383482447399657,2
3.4834612600987103,-0.6473158385948528,0
1.2970033010830238,1.4105918650759843,2
-0.9083234547298233,-0.5284395717159917,3
0.10842016595467284,2.1130983766648725,2
-2.3225680777845117,-0.974957776457166,3
-2.86845180441556,-1.4252915226381488,3
-2.612662416016359,2.2318725071598795,1
-0.9283441018336209,-1.8705787619518814,1
0.328581472221078,0.7648238148603344,1
-0.18077494417785586,1.2929923829095322,2
-0.39019947097862717,1.898525591341864,2
-2.2077606198915003,-1.10401822921335,3
1.4797928826860078,2.627964148706444,2
2.0834982840221943,0.862679155248845,2
-0.9402032227931079,1.3123432285498415,1
-2.348753646353835,-0.1933119457481609,1
-0.6599967460702965,-1.0722187995801662,1
3.1587699607581143,-1.3181268593036841,0
-3.3614163895915143,-0.13829201202993577,1
2.639306079259707,1.992281958872825,2
-2.6444460460264785,-0.541069926037237,3
1.780658943266272,-0.42511318798015424,0
3.9744637330926875,1.26010464547899,0
-2.70029809947605,0.20144197213708534,1
1.2854305442852076,-0.979252185367615,0
-0.6147111017187257,-0.7915750630016413,1
3.5855622806823337,-2.71868974591119,0
-2.1367404361154807,0.05508300037496054,1
-2.7330095909360526,-0.3397194540382842,1
-2.648332781977016,-0.951462168972135,3
-2.386167041320983,-1.429757120487685,3
-2.0668159714812173,-0.06786717278634419,1
-1.284193932025862,-0.6934262246287015,1
3.866049967655884,1.4257867138658138,0
3.840034806854339,0.6461667877098811,0
-2.698401035838092,-0.27069076495390904,1
-2.7671039984097363,-1.3137955223213325,1
3.3109597111039513,-0.31749975249174334,0
-1.251516183930187,-0.4549566818728478,1
-2.598274204965454,-1.5144679520376152,3
2.5786160896981425,0.2898777656429029,0
-2.5567928836824536,-1.8258258045358209,3
-1.8958982442259922,-1.4274084308846784,3
-2.878610347976746,-1.010162867735471,3
-2.0449224395748735,-0.4654077226569097,1
0.47170681834755096,1.2584695413719391,2
3.7820278541533936,-1.3829531670180366,0
-2.452942866936298,0.48485805478175503,1
-2.321169096766497,-1.092262595823199,3
3.9723102032200384,-0.8668994037420683,0
-1.7514421629869,0.15660214836827463,1
-2.381204885350794,-0.869082779932097,3
-1.3522937246108722,1.2756696411961768,1
-2.9447155369101794,-0.36620942585704236,1
1.3724876227847478,-0.7812463279367562,2
3.4993981055830816,-1.4316577342885912,0
3.9165512143148904,-0.8652729707801872,0
-1.9062369454103907,1.4464020740872927,1
0.09093106186612096,1.4004508771023787,2
3.999983339158258,-2.2314275252806515,0
2.5075952327890136,1.3694968775228407,2
4.120720256963343,-0.4685829795466372,0
-2.669375658772606,0.10446810869804073,1
-2.231106323280876,-1.4231907162750288,3
-2.882693067716778,-1.5708251513005385,3
-1.1407376243171254,1.5285358028464047,1
-1.9378070942465495,-0.5536994893653985,1
3.0145926358464146,3.9827942044335285,2
-0.5282025260130898,1.114492903823852,1
2.592675784785443,-1.2992015675660324,0
-1.9814398027864857,2.930994057990699,1
-1.000229055367,3.5366844378092264,2
3.3017894222083677,-2.3455094333304656,0
-0.9570900754225972,0.8598020039411065,3
-3.3939225044756016,-0.9232693461238602,1
3.2067386512240077,0.020243149413336728,0
-1.0481671163002948,1.0623151423682673,1
1.6610681734013768,1.0396195482074222,2
-1.7055013204929734,-2.422957076007677,3
1.8584473329292763,-1.8495681383096152,0
0.8688169279664497,1.3509234338418232,2
-2.305859740925363,0.3368086288677241,3
2.195188140634071,3.326361553678176,2
-2.1092675931185827,0.1699143517885575,3
